First Name,Last Name,Action,Flight ID,Origin Airport,Destination Airport,Ticket Type,Ticket Quantity
Kimberly,Johnson,Buy,2603,BOS,LAX,Business Class,8
Joshua,Meadows,Buy,2987,ELP,CDG,Business Class,8
Thomas,Elliott,Buy,3428,CJS,MEX,First Class,6
Jenny,Henry,Buy,3138,ELP,ORD,First Class,6
Lauren,Neal,Buy,2367,LAX,BOS,Business Class,8
Donna,Allen,Buy,1565,DFW,ELP,Main Cabin,6
Hannah,Arias,Buy,1454,LAX,ELP,First Class,2
Andrew,Norris,Buy,3493,LAX,ELP,Main Cabin,1
Michelle,Ortiz,Buy,3584,YYZ,ELP,Business Class,8
Krista,Blake,Buy,2113,ORL,LAX,First Class,6
Erin,Barton,Buy,2032,CDG,ELP,Business Class,4
Donna,Allen,Buy,2582,LHR,ELP,Main Cabin,8
Allen,Arnold,Buy,836,ELP,HND,Business Class,7
David,Brown,Buy,809,ELP,CUN,Business Class,3
Teresa,Gardner,Buy,485,DFW,ELP,Main Cabin,5
Scott,Rose,Buy,3068,CJS,MEX,Business Class,7
Gregory,Short,Buy,3021,ORD,ELP,Business Class,7
Wesley,Lambert,Buy,644,ELP,BOS,Business Class,2
Chris,Jones,Buy,1587,ELP,ATL,Main Cabin,5
Austin,Lewis,Buy,1767,LAX,BOS,Business Class,3
Tanya,Johnson,Buy,3151,ATL,ELP,First Class,1
Krista,Lambert,Buy,833,ELP,HND,Main Cabin,3
Martha,Perry,Buy,829,CDG,ELP,Main Cabin,3
Todd,Brooks,Buy,3365,DFW,ELP,Business Class,8
Tanya,Davis,Buy,336,CUN,ELP,First Class,4
Mark,Lamb,Buy,2904,ORD,ELP,Business Class,3
Kevin,Swanson,Buy,792,MEX,CJS,Business Class,2
Jared,Perry,Buy,1311,CDG,ELP,First Class,5
Sarah,Cline,Buy,201,BOS,LAX,Business Class,1
Erin,Jones,Buy,2838,LAX,ORL,First Class,2
Ruben,CarmonaMedrano,Buy,3246,DFW,ELP,Main Cabin,2
Theresa,Hardy,Buy,3267,ELP,ATL,First Class,8
Robert,Lyons,Buy,2709,MEX,CJS,First Class,8
Robert,Lyons,Buy,3477,HND,ELP,Business Class,1
Michelle,Sexton,Buy,355,ELP,HND,Business Class,4
Susan,Garcia,Buy,2124,BOS,LAX,Business Class,5
Steven,Owens,Buy,800,LAX,ORL,Main Cabin,4
Brian,Jensen,Buy,2203,ELP,BOS,Main Cabin,4
Brian,Castillo,Buy,2794,ELP,JFK,First Class,3
Laura,Williams,Buy,2384,YYZ,ELP,Main Cabin,2
Christopher,Berry,Buy,2443,ELP,BOS,Main Cabin,2
Amy,Bradley,Buy,2472,MEX,CJS,Main Cabin,3
Ryan,Wilkins,Buy,2191,ATL,ELP,Business Class,1
Jasmine,Disney,Buy,2903,ORD,ELP,Business Class,7
Rachel,Hart,Buy,2304,ORD,ELP,First Class,1
Gerald,Baker,Buy,615,LAX,ELP,First Class,4
Jose Luis,Rojas,Buy,2867,ELP,CDG,Business Class,2
Michelle,Ortiz,Buy,2601,BOS,LAX,First Class,7
Jeremy,Foster,Buy,2026,ELP,CDG,Main Cabin,2
Gabriel,Terrazas,Buy,106,ELP,CDG,Business Class,3
Anthony,Barber,Buy,2305,ELP,ATL,Business Class,4
Amanda,Vang,Buy,2136,CUN,ELP,Main Cabin,2
Samantha,Howell,Buy,1723,ELP,BOS,First Class,5
Keith,Ortiz,Buy,1089,ELP,LAX,Business Class,7
Elizabeth,Cruz,Buy,1327,DFW,ELP,Main Cabin,6
Pinocchio,Disney,Buy,3335,CUN,ELP,First Class,3
David,Cox,Buy,491,ELP,LAX,Business Class,7
Shannon,Bennett,Buy,2974,CUN,ELP,First Class,2
Ashley,Magallanes,Buy,2581,LHR,ELP,Business Class,6
Gregory,Sullivan,Buy,1003,ELP,BOS,Business Class,4
Chip,Disney,Buy,531,ELP,LAS,Business Class,5
Jose Luis,Rojas,Buy,297,ELP,LHR,First Class,8
Holly,Schneider,Buy,2749,CDG,ELP,First Class,7
Christopher,Lucero,Buy,1278,LAX,ORL,Main Cabin,6
Jennifer,Huang,Buy,2284,ELP,DFW,Business Class,5
Darin,Porter,Buy,2433,ELP,JFK,Main Cabin,6
Victor,Ross,Buy,1868,CJS,MEX,Business Class,6
Kevin,Harrison,Buy,3571,ELP,CUN,Main Cabin,1
Lauren,Coleman,Buy,3183,LHR,ELP,Business Class,5
Michael,Martinez,Buy,3393,ELP,JFK,Main Cabin,8
Virginia,Phelps,Buy,2757,HND,ELP,First Class,6
Daniel,Lucio,Buy,1851,ELP,LAS,Business Class,1
Nancy,Morgan,Buy,1822,ORD,ELP,First Class,7
Amanda,Baker,Buy,668,CJS,MEX,First Class,1
Julie,Alexander,Buy,2371,ELP,CUN,First Class,2
Steven,Owens,Buy,3504,ORD,ELP,Main Cabin,4
Laura,Smith,Buy,2128,LAX,BOS,Main Cabin,8
Kylie,King,Buy,142,ORD,ELP,First Class,8
Brittney,Daniel,Buy,2059,ELP,ORD,Main Cabin,1
Ruben,Edwards,Buy,2756,ELP,HND,Business Class,5
Pinocchio,Disney,Buy,1360,JFK,ELP,Business Class,6
Nicole,Johnson,Buy,1672,CDG,ELP,First Class,4
Mark,Lozano,Buy,2538,ELP,ORD,Business Class,8
Prince,Eric,Buy,455,CUN,ELP,Main Cabin,2
Anthony,Hardin,Buy,3316,ORL,LAX,First Class,6
Shawn,Santos,Buy,3133,LAX,ELP,Business Class,3
Mark,Butler,Buy,3387,ELP,ATL,Main Cabin,1
Nicholas,Smith,Buy,22,ORD,ELP,Main Cabin,1
Debra,Raymond,Buy,952,CDG,ELP,First Class,7
Nicole,Hart,Buy,3120,HND,ELP,Business Class,4
Andrew,Norris,Buy,1647,LAX,BOS,Business Class,4
Tonya,Elliott,Buy,2966,LAX,BOS,First Class,5
Amanda,Vang,Buy,2218,ELP,LHR,Business Class,5
Anthony,Dalton,Buy,521,ELP,BOS,First Class,5
Grace,Kelley,Buy,2137,ELP,YYZ,Main Cabin,6
Kimberly,Miller,Buy,2159,HND,ELP,Main Cabin,3
James,Romero,Buy,111,CDG,ELP,Main Cabin,1
Jennifer,Copeland,Buy,3547,CJS,MEX,Main Cabin,6
Jasmine,Ramirez,Buy,1692,ELP,LAX,First Class,8
Ann,Rogers,Buy,3476,ELP,HND,Main Cabin,8
Perry,Hill,Buy,335,CUN,ELP,Main Cabin,6
Ruben,CarmonaMedrano,Buy,3238,HND,ELP,Business Class,2
Kathryn,Perez,Buy,3103,YYZ,ELP,Main Cabin,3
Jason,Burke,Buy,2007,LAX,BOS,First Class,8
Jonathan,Christian,Buy,379,ELP,ORD,Business Class,5
Ariana,Lara,Buy,3219,ELP,YYZ,Main Cabin,3
Stephanie,Harris,Buy,2977,ELP,YYZ,Main Cabin,8
Jamie,Conner,Buy,1017,ELP,LHR,Main Cabin,1
Teresa,Gardner,Buy,1011,ELP,LAS,Business Class,1
Ryan,Bowman,Buy,3130,ELP,LAX,Main Cabin,6
Michelle,Ortiz,Buy,2116,ORL,LAX,Business Class,8
Jesse,Dunn,Buy,3487,DFW,ELP,Main Cabin,7
Ashley,Romero,Buy,1582,ORD,ELP,First Class,8
Mary,Cruz,Buy,2314,ELP,JFK,Main Cabin,7
Becky,Simpson,Buy,598,HND,ELP,Main Cabin,2
Edward,Molina,Buy,3210,ELP,CUN,First Class,3
Jeffrey,Rodriguez,Buy,2547,ELP,ATL,Main Cabin,3
Susan,Hill,Buy,374,LAX,ELP,First Class,8
Bradley,Bell,Buy,983,ORD,ELP,First Class,5
Tammy,Thomas,Buy,2451,ELP,LAS,Main Cabin,6
Jeffrey,Weiss,Buy,2599,LAX,ORL,First Class,1
Jack,Morgan,Buy,3590,CDG,ELP,Business Class,8
Lawrence,Henry,Buy,3430,MEX,CJS,Main Cabin,8
Daniel,Lucio,Buy,375,LAX,ELP,Main Cabin,2
Ashley,Walker,Buy,3015,LAX,ELP,Business Class,6
Sarah,Mosley,Buy,3006,DFW,ELP,Main Cabin,6
Teresa,Gardner,Buy,1726,BOS,ELP,Business Class,5
Dean,Smith,Buy,832,CDG,ELP,Business Class,4
Sandra,Sutton,Buy,3021,ORD,ELP,Main Cabin,3
Jasmine,Disney,Buy,1569,ELP,LAX,Business Class,1
Sarah,Mosley,Buy,26,ELP,ATL,Main Cabin,8
Michelle,Maynard,Buy,1720,JFK,ELP,Main Cabin,5
Heather,Cunningham,Buy,2368,LAX,BOS,Business Class,5
Gerald,Beltran,Buy,2148,ELP,CDG,Business Class,2
Steven,Miller,Buy,1716,ELP,JFK,Business Class,5
Gregory,Maxwell,Buy,95,CUN,ELP,Business Class,6
Timothy,Romero,Buy,2118,LAX,ORL,Main Cabin,8
Julia,Jones,Buy,1405,LAX,BOS,Business Class,2
James,Watson,Buy,987,ELP,ATL,Main Cabin,8
Sariyah,Russell,Buy,454,CUN,ELP,First Class,7
Thomas,Sanders,Buy,1854,LAS,ELP,First Class,4
Linda,Alexander,Buy,2133,CUN,ELP,First Class,3
Roberto,Gutierrez,Buy,515,ELP,JFK,First Class,3
Stephanie,Harris,Buy,2785,ELP,ATL,Business Class,4
Kimberly,Kline,Buy,2295,LAX,ELP,Main Cabin,6
Amy,Parsons,Buy,2663,ORD,ELP,First Class,6
Pinocchio,Disney,Buy,3065,CJS,MEX,Main Cabin,8
Michael,King,Buy,977,ELP,ORD,First Class,1
Brittany,Nielsen,Buy,730,ELP,LAX,Business Class,6
Elizabeth,Cordova,Buy,1128,BOS,ELP,First Class,6
Crystal,Johnson,Buy,410,ELP,LAS,Business Class,2
William,Wolf,Buy,586,ELP,CDG,First Class,2
Hannah,Arias,Buy,2662,ORD,ELP,Business Class,3
Erik,Case,Buy,1994,ORL,LAX,Business Class,5
Alexis,Black,Buy,947,ELP,CDG,First Class,2
Michele,Cummings,Buy,184,LHR,ELP,First Class,7
Thomas,Stevenson,Buy,1073,ELP,HND,Main Cabin,3
Nicholas,Smith,Buy,1460,ELP,ORD,Main Cabin,3
Mayra,Robles,Buy,654,LAS,ELP,Business Class,6
Luis,Johnson,Buy,2856,CUN,ELP,First Class,8
Rebecca,Brown,Buy,694,CUN,ELP,Business Class,2
Jose Luis,Rojas,Buy,312,MEX,CJS,First Class,7
Richard,Paul,Buy,3536,LAS,ELP,Main Cabin,1
Susan,Alvarez,Buy,2067,ELP,ATL,First Class,8
Leonard,King,Buy,2695,LAS,ELP,First Class,1
Lawrence,Henry,Buy,2845,LAX,BOS,First Class,5
David,Wright,Buy,3403,ELP,BOS,First Class,3
Samantha,Cooper,Buy,1293,CUN,ELP,First Class,8
Shane,Miller,Buy,1992,MEX,CJS,First Class,5
Melissa,Holt,Buy,63,LHR,ELP,First Class,6
Anthony,Hardin,Buy,749,ATL,ELP,First Class,2
Paul,Fisher,Buy,815,CUN,ELP,Business Class,5
Paul,Salas,Buy,2556,ELP,JFK,Business Class,7
Kylie,King,Buy,112,CDG,ELP,Business Class,4
Samantha,Cooper,Buy,2554,ELP,JFK,Business Class,2
Jennifer,Huang,Buy,277,JFK,ELP,Business Class,3
Chad,Green,Buy,2151,CDG,ELP,Business Class,6
Amber,Brown,Buy,3409,ELP,LAS,First Class,6
Jeff,Ray,Buy,3197,LAX,ORL,Business Class,2
Michelle,Ray,Buy,811,ELP,CUN,Business Class,6
John,Jones,Buy,2273,ELP,HND,Main Cabin,5
Brandi,Gordon,Buy,3420,ELP,LHR,Business Class,6
Mary,Stevens,Buy,2283,ELP,DFW,First Class,7
Michelle,Jones,Buy,1321,ELP,DFW,First Class,6
Daniel,Hampton,Buy,1916,ELP,HND,Business Class,3
Brett,Mathis,Buy,499,ELP,ORD,Main Cabin,5
Susan,Humphrey,Buy,3579,ELP,YYZ,First Class,1
Lisa,Stafford,Buy,1536,CUN,ELP,First Class,4
Bridget,Wagner,Buy,2138,ELP,YYZ,Main Cabin,2
Rick,Parrish,Buy,1799,HND,ELP,First Class,8
Mulan,Disney,Buy,481,ELP,DFW,Main Cabin,5
Richard,Sullivan,Buy,2823,LHR,ELP,First Class,4
Simba,King,Buy,1652,ELP,CUN,Main Cabin,2
Wendy,Stanton,Buy,1843,ELP,BOS,Main Cabin,7
Jorge,Huerta,Buy,166,BOS,ELP,Main Cabin,6
Michelle,Ortiz,Buy,1368,BOS,ELP,Main Cabin,6
Shannon,Bennett,Buy,3226,ELP,CDG,Main Cabin,8
Curtis,Phillips,Buy,3161,ELP,BOS,Business Class,3
Jerry,Gamble,Buy,1892,ELP,CUN,Main Cabin,8
Chad,Clark,Buy,717,HND,ELP,Main Cabin,8
Emily,Estes,Buy,301,LHR,ELP,Business Class,8
Emily,Chang,Buy,3190,MEX,CJS,First Class,5
Andrew,Garcia,Buy,3186,CJS,MEX,Main Cabin,7
Daniel,Mejia,Buy,2283,ELP,DFW,Business Class,8
Andrew,Torres,Buy,3214,CUN,ELP,Main Cabin,4
Tami,Alexander,Buy,3235,ELP,HND,First Class,5
Jennifer,Carr,Buy,3357,HND,ELP,First Class,5
Linda,Miller,Buy,821,YYZ,ELP,Business Class,2
Elizabeth,Reyes,Buy,2448,BOS,ELP,Business Class,4
Brian,Lopez,Buy,1703,ORD,ELP,First Class,7
Mary,Stevens,Buy,2522,ELP,DFW,First Class,2
Luis,Del Campo,Buy,1056,CUN,ELP,Main Cabin,8
Brian,Jacobson,Buy,287,BOS,ELP,First Class,8
Paul,Harmon,Buy,2188,ELP,ATL,First Class,5
Victor,Harris,Buy,1544,YYZ,ELP,Main Cabin,5
Angela,Mcintyre,Buy,3288,BOS,ELP,Business Class,5
Samantha,Cooper,Buy,1085,DFW,ELP,First Class,5
Tara,Rodriguez,Buy,2233,ORL,LAX,First Class,4
Jeffrey,Sloan,Buy,1089,ELP,LAX,Main Cabin,2
Beast,Disney,Buy,2956,ORL,LAX,Main Cabin,4
Melissa,Mccormick,Buy,1556,ELP,HND,First Class,1
Stephanie,Perry,Buy,549,MEX,CJS,Business Class,3
Suzanne,Kennedy,Buy,1589,ATL,ELP,First Class,4
Darlene,Shaw,Buy,2360,LAX,ORL,Main Cabin,5
Kelly,Wilson,Buy,869,ATL,ELP,First Class,4
Jennifer,Carr,Buy,2895,LAX,ELP,First Class,2
Kaylee,Patterson,Buy,2328,BOS,ELP,Business Class,7
Daniel,Hampton,Buy,358,HND,ELP,Main Cabin,7
Ashley,Magallanes,Buy,3567,LAX,BOS,Business Class,7
Richard,Edwards,Buy,3236,ELP,HND,Business Class,4
Theresa,Obrien,Buy,1435,ELP,HND,Main Cabin,2
Allison,Cross,Buy,1414,CUN,ELP,First Class,1
Rhonda,Kane,Buy,2691,ELP,LAS,First Class,6
Mufassa,Disney,Buy,3146,ELP,ATL,First Class,5
Emma,Armstrong,Buy,2193,ELP,JFK,First Class,6
Tyrone,Johnston,Buy,2628,ELP,CDG,Business Class,7
James,Nolan,Buy,2520,HND,ELP,Business Class,4
Luis,Sanchez,Buy,2888,DFW,ELP,Business Class,2
Benjamin,Johnson,Buy,2267,ELP,CDG,Main Cabin,7
Marissa,Henry,Buy,112,CDG,ELP,Business Class,7
John,House,Buy,3533,LAS,ELP,Main Cabin,3
Courtney,Olsen,Buy,1955,ELP,JFK,Main Cabin,7
Beast,Disney,Buy,38,JFK,ELP,Main Cabin,4
Alexander,Wilson,Buy,2138,ELP,YYZ,Main Cabin,1
Ashley,Gilmore,Buy,1775,CUN,ELP,First Class,2
Douglas,Rodriguez,Buy,77,LAX,ORL,First Class,6
Nicholas,Anderson,Buy,1855,LAS,ELP,Main Cabin,1
Travis,Mcdonald,Buy,455,CUN,ELP,Main Cabin,1
Tara,Rodriguez,Buy,839,HND,ELP,Main Cabin,1
Mark,Washington,Buy,484,ELP,DFW,Business Class,2
Samantha,Howell,Buy,3204,BOS,LAX,Business Class,7
Steven,Miller,Buy,2357,LAX,ORL,First Class,4
Amy,Chase,Buy,2267,ELP,CDG,Business Class,6
Juan,Brock,Buy,2844,BOS,LAX,Main Cabin,7
Roberto,Gutierrez,Buy,3185,CJS,MEX,Main Cabin,3
Dawn,King,Buy,2931,ELP,LAS,First Class,1
Rebecca,Brown,Buy,1365,BOS,ELP,First Class,8
James,Henderson,Buy,2059,ELP,ORD,First Class,8
Sean,Smith,Buy,110,CDG,ELP,Business Class,4
Wendy,Campos,Buy,55,LAS,ELP,Business Class,3
Melissa,Mccormick,Buy,1023,LHR,ELP,Main Cabin,1
Paul,Herman,Buy,1922,ELP,DFW,Main Cabin,3
Christopher,Robinson,Buy,2403,ELP,DFW,First Class,3
Rachel,Hart,Buy,3567,LAX,BOS,Main Cabin,6
Jenna,Chase,Buy,2156,ELP,HND,Main Cabin,4
Jorge,RodriguezOrtega,Buy,2248,LAX,BOS,First Class,8
Jennifer,Copeland,Buy,2636,ELP,HND,First Class,1
Dustin,Oliver,Buy,803,BOS,LAX,First Class,4
Paula,Wyatt,Buy,1366,BOS,ELP,First Class,2
Dana,Park,Buy,859,ELP,ORD,First Class,5
Matthew,Erickson,Buy,2850,ELP,CUN,Business Class,3
Emma,Padilla,Buy,2679,JFK,ELP,First Class,2
Dean,Smith,Buy,1201,ELP,DFW,Main Cabin,1
Lori,Livingston,Buy,1436,ELP,HND,Main Cabin,8
Amber,Conley,Buy,3017,ELP,ORD,First Class,2
Wesley,Williamson,Buy,2970,ELP,CUN,Main Cabin,1
Jose,Evans,Buy,2440,JFK,ELP,Business Class,1
Jeremiah,Williamson,Buy,243,ELP,DFW,Main Cabin,7
Jennifer,Schultz,Buy,1200,HND,ELP,Main Cabin,1
Dana,Miller,Buy,120,HND,ELP,Main Cabin,3
Theresa,Macias,Buy,1795,ELP,HND,Business Class,2
Kelly,Jordan,Buy,300,ELP,LHR,Main Cabin,7
Victor,Lopez,Buy,28,ELP,ATL,First Class,7
Santiago,Olivas,Buy,634,ELP,JFK,First Class,3
Rita,Owens,Buy,413,LAS,ELP,Main Cabin,3
Catherine,Mann,Buy,833,ELP,HND,Main Cabin,8
Teresa,Gardner,Buy,3296,LAS,ELP,First Class,8
David,Gross,Buy,2231,MEX,CJS,First Class,4
Brian,Jacobson,Buy,3406,BOS,ELP,First Class,4
Shere,Khan,Buy,3382,ORD,ELP,Main Cabin,2
Kelly,Harris,Buy,868,ELP,ATL,Main Cabin,1
Leila,Martinez,Buy,1766,LAX,BOS,First Class,3
Debra,Raymond,Buy,1392,MEX,CJS,Business Class,8
Logan,Palmer,Buy,379,ELP,ORD,First Class,2
Mary,Anderson,Buy,1294,CUN,ELP,First Class,6
Theresa,Macias,Buy,897,ELP,LHR,Business Class,6
Daniel,Foster,Buy,639,JFK,ELP,First Class,6
Kelly,Jordan,Buy,1973,LAS,ELP,First Class,7
Natalie,Richardson,Buy,2353,ORL,LAX,Business Class,2
Jennifer,Williams,Buy,545,CJS,MEX,Business Class,2
Destiny,Ferguson,Buy,2839,LAX,ORL,First Class,2
Wendy,Stanton,Buy,2147,ELP,CDG,First Class,8
Theresa,Obrien,Buy,2095,LAS,ELP,Business Class,7
David,Costa,Buy,289,ELP,LAS,First Class,5
Alison,Hicks,Buy,1090,ELP,LAX,Business Class,5
Michelle,Ray,Buy,1075,ELP,HND,First Class,6
Jeremy,Alvarez,Buy,1805,DFW,ELP,Business Class,3
Ricky,Gardner,Buy,950,CDG,ELP,First Class,4
Quasimodo,Disney,Buy,1083,ELP,DFW,Main Cabin,7
Jessica,Smith,Buy,2750,CDG,ELP,Main Cabin,7
Hector,Whitney,Buy,2684,ELP,BOS,Main Cabin,5
Anthony,Carson,Buy,1320,HND,ELP,Main Cabin,2
Chris,Holden,Buy,919,LAX,ORL,Business Class,1
Minnie,Mouse,Buy,487,DFW,ELP,Main Cabin,6
Andrew,Garcia,Buy,1635,ORL,LAX,Main Cabin,3
Susan,Alvarez,Buy,1666,ELP,CDG,Business Class,5
Michael,Clarke,Buy,3328,LAX,BOS,Business Class,8
Deanna,Cummings,Buy,2468,CJS,MEX,Business Class,8
Patricia,Hughes,Buy,2371,ELP,CUN,Business Class,5
James,Pittman,Buy,1394,ORL,LAX,Main Cabin,3
Justin,Martinez,Buy,908,CJS,MEX,Main Cabin,4
Darrell,Jones,Buy,1977,ELP,LHR,First Class,1
Minnie,Mouse,Buy,433,ORL,LAX,First Class,5
Lauren,Hall,Buy,3477,HND,ELP,Business Class,8
Erin,Mejia,Buy,975,LAX,ELP,Main Cabin,8
Daniel,Olson,Buy,2075,ELP,JFK,First Class,8
Shelly,Jones,Buy,1524,BOS,LAX,First Class,6
Christina,Dodson,Buy,2254,CUN,ELP,Business Class,1
Brandi,Gordon,Buy,1826,ELP,ATL,Business Class,8
Martin,Edwards,Buy,2957,LAX,ORL,First Class,1
Julian,Gutierrez,Buy,2956,ORL,LAX,First Class,1
Sherri,Armstrong,Buy,3177,ELP,LHR,First Class,1
Jennifer,Preston,Buy,1424,YYZ,ELP,First Class,8
Kayla,Smith,Buy,565,LAX,BOS,Business Class,4
Karla,Johnson,Buy,1212,ELP,LAX,First Class,8
Kara,Summers,Buy,739,ELP,ORD,Business Class,1
Theresa,Clark,Buy,688,LAX,BOS,Main Cabin,2
Penny,Mcdaniel,Buy,1861,LHR,ELP,First Class,6
Kathy,Smith,Buy,2218,ELP,LHR,Business Class,5
Alyssa,Poole,Buy,2758,HND,ELP,First Class,3
Melissa,Holt,Buy,3198,LAX,ORL,Business Class,7
Emily,Estes,Buy,976,LAX,ELP,Business Class,7
James,King,Buy,139,ELP,ORD,First Class,8
Anthony,Byrd,Buy,2025,ELP,CDG,Business Class,8
Michael,Adams,Buy,2322,ELP,BOS,Main Cabin,8
Jasmine,Ramirez,Buy,813,CUN,ELP,First Class,5
Kevin,Tran,Buy,2073,ELP,JFK,Main Cabin,5
Kelly,Harris,Buy,1520,LAX,ORL,Main Cabin,7
Kelly,Herring,Buy,748,ELP,ATL,First Class,7
Simba,King,Buy,2717,LAX,ORL,First Class,2
Brittany,Ray,Buy,3281,ELP,BOS,First Class,4
Dylan,Lopez,Buy,1384,LHR,ELP,Main Cabin,2
Jennifer,Jones,Buy,3031,ATL,ELP,Business Class,2
Wesley,Lambert,Buy,2011,ELP,CUN,Business Class,6
Jennifer,Davidson,Buy,1109,ATL,ELP,First Class,7
Anita,Stein,Buy,3466,ELP,CDG,Business Class,5
Philip,Zamora,Buy,966,DFW,ELP,Business Class,7
Michael,Cowan,Buy,1993,ORL,LAX,Main Cabin,1
James,Romero,Buy,2633,ELP,HND,Business Class,5
Ryan,Wilkins,Buy,2827,CJS,MEX,First Class,7
Melissa,Evans,Buy,355,ELP,HND,Business Class,1
Allison,Chang,Buy,1400,LAX,ORL,Main Cabin,4
Samantha,Howell,Buy,2628,ELP,CDG,First Class,3
Bryan,Massey,Buy,409,ELP,LAS,First Class,3
Courtney,Johnson,Buy,1004,ELP,BOS,First Class,2
Emma,Armstrong,Buy,332,ELP,CUN,Main Cabin,1
Angel,Joseph,Buy,2034,ELP,HND,Business Class,8
Alberto,Villegas,Buy,2663,ORD,ELP,Business Class,1
Lawrence,Henry,Buy,132,ELP,LAX,Main Cabin,4
Todd,Brooks,Buy,1244,ELP,BOS,Main Cabin,4
Heidi,Barker,Buy,345,ELP,CDG,First Class,7
Kimberly,Johnson,Buy,2760,HND,ELP,First Class,4
Tanya,Kent,Buy,2982,YYZ,ELP,First Class,1
James,Watson,Buy,3202,BOS,LAX,First Class,7
Lisa,Garrett,Buy,3312,MEX,CJS,Business Class,1
Megan,Smith,Buy,2740,ELP,YYZ,Main Cabin,7
Renee,Zimmerman,Buy,2865,ELP,CDG,Business Class,7
Antonio,Edwards,Buy,2004,BOS,LAX,First Class,3
Tammy,Martinez,Buy,962,ELP,DFW,Main Cabin,6
Gary,Park,Buy,2844,BOS,LAX,First Class,8
Rebecca,Fisher,Buy,801,BOS,LAX,Business Class,5
Jeff,Ray,Buy,1553,ELP,HND,Main Cabin,4
Danielle,Dorsey,Buy,523,ELP,BOS,First Class,8
Kylie,Summers,Buy,3003,ELP,DFW,First Class,5
Sean,Smith,Buy,1784,YYZ,ELP,Business Class,6
Timothy,Greene,Buy,2314,ELP,JFK,Main Cabin,3
Cruella,De Vil,Buy,870,ATL,ELP,Business Class,3
Darlene,Shaw,Buy,290,ELP,LAS,Main Cabin,6
Jonathan,Christian,Buy,259,ELP,ORD,Main Cabin,7
Ann,Miller,Buy,1023,LHR,ELP,Business Class,4
Darlene,Russell,Buy,285,BOS,ELP,Business Class,4
Denisse,LoyaVillalobos,Buy,2139,ELP,YYZ,Main Cabin,5
Luis,Sanchez,Buy,3406,BOS,ELP,First Class,3
Hannah,Maldonado,Buy,3455,CUN,ELP,Main Cabin,3
Wesley,Lambert,Buy,3325,LAX,BOS,Main Cabin,1
Angela,Carney,Buy,3129,ELP,LAX,Business Class,4
Wendy,Phillips,Buy,458,ELP,YYZ,Business Class,7
Anthony,Adams,Buy,1676,ELP,HND,Business Class,8
Karen,Thomas,Buy,3416,LAS,ELP,Main Cabin,7
Lilo,Disney,Buy,2730,ELP,CUN,First Class,5
Sherry,Mora,Buy,2202,ELP,BOS,Main Cabin,1
Tyler,Baxter,Buy,333,CUN,ELP,Business Class,5
Nicole,Johnson,Buy,546,CJS,MEX,First Class,2
Kaa,Disney,Buy,1009,ELP,LAS,Main Cabin,2
Jerry,Lee,Buy,1325,DFW,ELP,First Class,7
Jacob,Norton,Buy,227,ELP,CDG,Business Class,3
Alexis,Shea,Buy,1880,LAX,ORL,Main Cabin,2
Mary,Cruz,Buy,2905,ELP,ATL,Main Cabin,6
Tanya,Kent,Buy,2954,ORL,LAX,First Class,2
Krystal,Thompson,Buy,2147,ELP,CDG,First Class,3
Dana,Park,Buy,3492,ELP,LAX,First Class,1
Kevin,Swanson,Buy,476,ELP,HND,First Class,5
Nicole,Hart,Buy,1218,ELP,ORD,Business Class,3
Kathleen,Hines,Buy,361,ELP,DFW,Main Cabin,2
Brandon,CartwrightLi,Buy,1810,ELP,LAX,Main Cabin,8
Marissa,Henry,Buy,3287,BOS,ELP,First Class,1
Jonathan,Martinez,Buy,824,YYZ,ELP,Main Cabin,6
Alexis,Shea,Buy,3575,CUN,ELP,Business Class,1
Colleen,Hall,Buy,564,BOS,LAX,Business Class,7
Adam,Bass,Buy,3590,CDG,ELP,Business Class,6
Stacy,Maldonado,Buy,2642,ELP,DFW,Business Class,5
Ryan,Sullivan,Buy,2361,BOS,LAX,Business Class,2
Amanda,Baker,Buy,661,LHR,ELP,Main Cabin,6
Jamie,Brown,Buy,446,LAX,BOS,Main Cabin,7
Ashley,Gilmore,Buy,1914,ELP,HND,Main Cabin,4
Brett,Wallace,Buy,42,ELP,BOS,Business Class,1
Debra,Blackwell,Buy,3574,CUN,ELP,Business Class,8
Nicole,Harvey,Buy,1820,ELP,ORD,Main Cabin,3
Jennifer,Williams,Buy,863,ORD,ELP,Main Cabin,6
Matthew,Khan,Buy,840,HND,ELP,Main Cabin,8
Samuel,RamosSanchez,Buy,1237,JFK,ELP,First Class,3
Alicia,Moran,Buy,2844,BOS,LAX,First Class,5
Krista,Lambert,Buy,1530,ELP,CUN,First Class,7
Ryan,Bowman,Buy,297,ELP,LHR,Business Class,4
Olivia,Romero,Buy,1055,CUN,ELP,Main Cabin,1
Jeffrey,Luna,Buy,3238,HND,ELP,Business Class,4
James,Pittman,Buy,2216,LAS,ELP,Main Cabin,6
Kelly,Bell,Buy,1353,ELP,JFK,Business Class,6
Enrique,Rico,Buy,1436,ELP,HND,Business Class,8
Daniel,Foster,Buy,896,LAS,ELP,Main Cabin,2
James,Hammond,Buy,2942,LHR,ELP,Business Class,1
Cody,Robles,Buy,289,ELP,LAS,Main Cabin,1
Wendy,Phillips,Buy,2429,ATL,ELP,First Class,8
Jasmin,Cuevas,Buy,3033,ELP,JFK,First Class,2
